ID;Age;Sexe;Situation professionnelle avant le confinement;Useless Column;Useless Column;cognitive_rigidity_1;cognitive_rigidity_2;cognitive_rigidity_3;cognitive_rigidity_4;att_switch_1;att_switch_2;att_switch_3;att_switch_4;att_switch_5;att_switch_6;att_switch_7;att_switch_8;att_switch_9;att_switch_10;nflex_1;nflex_2;nflex_3;nflex_4;nflex_5;nflex_6;nflex_7;nflex_8;nflex_9;nflex_10;cfs_1;cfs_2;cfs_3;cfs_4;cfs_5;cfs_6;cfs_7;cfs_8;cfs_9;cfs_10;cfs_11;cfs_12;Error countNombre_error_count;Pourcentage_error_count;Nombre_perseveration_error_count;Pourcentage_perseveration_error_count;Nombre_non_perseveration_error_count;Pourcentage_non_perseveration_error_count
240;31;Femme;Travailleur;;;3;3;4;3;3;2;3;2;3;3;3;3;2;2;6;6;6;5;5;3;4;5;4;4;6;2;1;4;1;4;6;4;5;2;5;5;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
241;34;Homme;Travailleur;;;2;6;2;3;4;3;4;4;1;3;3;3;4;4;6;4;4;5;2;3;3;6;1;5;5;4;3;5;4;6;5;4;6;3;6;5;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
242;54;Femme;Travailleur;;;4;1;4;4;3;2;3;2;2;1;3;4;3;3;6;6;4;6;2;5;2;4;5;2;4;2;1;4;3;5;4;4;2;3;5;4;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
243;29;Femme;Travailleur;;;2;2;3;4;3;1;4;2;4;3;4;3;2;3;6;6;1;6;5;6;4;2;4;4;5;1;2;5;1;6;4;5;5;2;5;5;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
244;20;Homme;Etudiant;;;5;4;6;6;4;2;3;3;2;4;4;2;3;1;6;4;5;5;4;6;5;4;6;3;4;2;3;6;2;6;5;6;5;2;6;4;29;48;14;23;15;25
245;19;Homme;Travailleur;;;5;5;1;1;2;4;3;3;1;3;4;3;4;4;4;4;6;3;1;1;6;5;4;6;6;1;4;5;2;6;5;6;6;5;6;4;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
246;19;Homme;Travailleur;;;1;2;2;4;3;2;3;2;3;3;4;3;2;3;4;3;2;4;2;3;4;3;2;3;4;3;2;4;2;4;4;4;4;3;4;4;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
247;20;Homme;Travailleur;;;2;6;5;4;1;4;1;3;1;3;4;1;1;1;3;4;4;6;4;2;3;5;6;5;4;2;1;1;4;5;5;5;4;2;3;5;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
248;20;Femme;Etudiant;;;5;3;4;2;3;2;3;3;2;3;4;3;2;2;4;3;4;5;6;6;5;6;3;4;4;2;4;3;1;4;4;2;4;2;4;4;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
249;19;Homme;Etudiant;;;5;3;5;4;3;3;3;4;1;2;2;2;2;4;5;3;6;5;3;1;3;4;6;6;5;6;5;3;5;3;4;5;5;4;6;3;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
250;57;Femme;Travailleur;;;1;2;1;5;4;1;4;3;4;2;3;4;1;3;6;6;5;6;2;6;4;6;4;5;5;4;1;6;3;5;5;6;4;1;6;5;28;46;16;26;6;19
251;26;Femme;Sans emploi;;;4;3;3;3;2;2;3;4;3;2;3;3;4;3;4;5;3;3;5;4;4;5;4;5;3;2;4;4;1;4;4;4;4;4;5;4;16;27;11;18;5;8
252;22;Homme;Etudiant;;;2;4;2;2;3;2;3;2;4;3;4;4;4;3;5;6;4;5;4;6;2;6;2;6;6;4;2;4;2;4;5;6;4;1;6;3;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
253;52;Homme;Travailleur;;;3;4;3;4;2;3;2;4;1;3;4;2;3;3;3;4;6;3;6;3;2;4;2;4;3;3;6;4;4;6;3;3;3;4;4;2;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
254;50;Homme;Travailleur;;;4;2;4;4;2;3;3;3;2;3;3;3;3;3;5;4;2;4;3;5;2;4;2;3;5;3;2;4;3;6;5;4;4;2;4;4;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
256;22;Femme;Etudiant;;;3;4;3;3;4;2;4;3;4;2;4;4;2;3;5;6;2;6;4;6;1;5;1;5;6;1;3;5;2;4;4;4;4;3;6;6;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
257;57;Femme;Sans emploi;;;5;2;5;4;3;1;3;3;3;3;2;4;4;3;6;6;4;5;4;2;5;5;5;2;4;1;1;4;1;5;5;6;1;1;3;5;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
258;26;Femme;Travailleur;;;4;3;3;5;3;2;3;3;3;3;3;4;4;2;5;5;2;5;3;5;2;5;3;4;5;2;2;4;3;5;4;4;4;3;5;5;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
259;22;Homme;Etudiant;;;3;5;4;4;3;3;4;2;2;2;4;2;2;4;5;5;4;4;3;4;5;4;5;6;4;4;3;5;5;5;5;5;4;3;4;4;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
260;22;Femme;Etudiant;;;1;6;1;1;3;2;4;2;3;3;3;3;3;2;4;5;2;6;3;5;3;6;1;5;6;2;6;6;2;5;2;4;6;2;6;4;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
261;22;Homme;Etudiant;;;1;6;4;4;4;3;4;4;4;1;4;4;1;1;6;6;1;2;4;6;1;6;2;6;6;1;2;5;1;6;4;6;6;1;6;6;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
262;43;Homme;Travailleur;;;3;2;3;5;3;2;4;2;4;3;3;4;3;1;5;5;1;6;2;4;3;5;5;6;3;1;1;4;2;5;6;5;5;1;6;6;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
263;36;Femme;Travailleur;;;3;4;2;4;3;2;4;2;4;2;3;3;3;3;5;4;4;5;4;4;2;4;1;4;4;3;3;4;3;4;4;4;4;3;4;3;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
264;22;Femme;Etudiant;;;2;3;5;4;4;2;3;3;3;3;4;4;3;3;6;5;3;6;4;6;4;6;4;6;6;3;3;5;3;5;4;3;6;1;5;6;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
265;42;Homme;Travailleur;;;4;3;4;4;3;2;3;2;2;3;2;3;3;3;5;5;2;5;2;3;3;2;4;5;4;4;4;4;3;4;4;4;3;3;4;4;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
266;56;Femme;Travailleur;;;4;4;3;4;3;2;3;2;4;2;3;3;2;2;5;5;5;5;3;5;4;4;3;5;4;2;2;4;3;4;4;4;4;4;4;4;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
267;22;Femme;Etudiant;;;2;3;3;3;3;2;3;4;2;3;4;1;3;3;6;4;5;4;5;4;3;4;3;5;3;4;4;3;3;3;4;4;4;3;5;2;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
268;27;Femme;Travailleur;;;2;6;2;3;3;2;4;2;4;2;3;3;3;2;5;5;3;5;4;4;3;5;2;5;5;3;4;3;4;4;3;2;4;4;5;4;10;17;7;12;3;5
269;28;Homme;Travailleur;;;4;3;3;3;2;1;2;4;1;3;2;2;3;2;3;4;2;5;5;4;4;4;4;5;4;4;3;4;3;5;5;4;4;3;5;3;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
270;58;Femme;Travailleur;;;4;2;4;4;3;2;3;2;3;3;2;4;3;1;5;4;3;4;3;4;3;3;3;4;5;2;1;4;3;5;4;4;3;2;4;4;8;13;5;8;3;5
271;70;Homme;Sans emploi;;;4;2;5;4;2;3;2;2;3;3;2;3;2;3;6;5;2;5;3;5;3;4;3;4;3;3;3;3;4;3;3;4;3;3;4;3;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
272;31;Femme;Travailleur;;;4;3;4;5;3;1;3;2;3;3;3;3;3;2;5;5;2;5;3;4;2;4;5;3;4;2;1;4;1;4;5;5;4;2;5;4;15;25;11;18;4;7
273;27;Femme;Travailleur;;;5;3;4;4;3;1;4;2;3;3;3;3;3;3;6;5;2;5;4;5;4;2;4;5;4;4;2;4;4;4;4;6;3;2;5;5;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
274;34;Femme;Travailleur;;;1;5;3;1;4;2;4;4;2;1;4;3;1;1;3;4;3;4;6;6;1;5;1;6;6;1;3;5;1;6;4;4;4;5;6;6;8;13;5;8;3;5
275;45;Homme;Travailleur;;;4;2;4;5;3;3;1;3;3;3;2;3;3;1;5;4;4;4;4;5;5;2;3;3;4;3;3;4;2;5;6;6;4;1;6;5;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
276;40;Femme;Travailleur;;;4;3;4;4;3;3;3;3;3;2;4;4;3;3;5;5;3;5;4;4;4;5;4;5;5;3;2;4;2;6;5;5;4;2;5;5;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
277;53;Femme;Travailleur;;;3;3;4;4;3;2;2;2;3;3;3;3;3;3;4;4;3;4;4;3;4;3;4;3;5;3;1;5;1;6;5;4;3;2;5;4;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
278;26;Homme;Travailleur;;;1;6;1;2;3;3;3;1;4;2;3;4;2;1;6;6;3;5;5;6;1;5;1;5;4;2;3;5;3;5;5;5;6;2;5;5;7;12;5;8;2;3
279;48;Femme;Travailleur;;;3;3;4;4;3;2;3;2;2;2;3;3;3;2;5;4;2;4;2;5;3;4;3;3;2;4;1;5;3;4;4;4;4;3;5;4;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
280;49;Femme;Sans emploi;;;4;3;4;4;3;1;3;2;3;2;4;3;1;2;4;4;4;4;4;4;4;4;1;6;4;5;6;6;6;6;4;6;3;2;6;1;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
281;30;Homme;Travailleur;;;4;3;3;3;3;3;2;4;4;2;3;2;2;3;4;3;4;4;4;3;4;3;3;5;4;4;3;3;4;4;2;1;6;6;3;3;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
282;79;Homme;Sans emploi;;;4;2;4;4;3;1;3;3;4;4;3;4;4;1;4;4;1;4;2;4;2;4;4;4;4;1;1;4;1;4;4;4;4;1;4;4;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
283;25;Homme;Sans emploi;;;3;3;2;4;2;2;1;3;2;3;3;2;4;3;3;4;4;3;4;5;4;4;4;5;6;5;2;5;4;6;4;3;4;3;6;4;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
284;21;Femme;Etudiant;;;5;5;4;5;2;2;1;2;2;3;2;2;3;4;4;4;5;4;6;3;5;3;3;4;4;4;2;4;3;4;4;5;4;2;5;3;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
285;56;Homme;Travailleur;;;5;3;5;5;3;3;3;4;3;4;3;3;3;3;5;4;4;4;3;5;3;5;2;4;4;3;4;6;4;6;5;5;5;3;4;3;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
286;40;Homme;Travailleur;;;5;3;4;3;4;3;3;1;4;2;4;4;3;1;5;5;3;4;4;5;2;4;4;4;5;2;2;4;3;4;5;5;4;5;5;5;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
287;36;Femme;Travailleur;;;5;2;2;5;2;3;3;4;1;3;1;4;4;4;5;4;6;5;1;2;4;2;6;2;2;4;2;4;2;5;5;5;2;5;5;1;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
288;22;Femme;Etudiant;;;3;4;2;4;3;2;3;1;2;4;3;3;4;4;4;5;3;4;4;3;3;3;5;6;6;4;4;2;1;3;5;4;4;3;6;3;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
289;70;Femme;Travailleur;;;4;3;3;4;2;3;3;4;3;3;2;4;3;2;4;3;4;4;4;4;4;3;2;4;3;3;2;2;2;4;4;4;3;1;4;3;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
290;72;Homme;Sans emploi;;;4;2;5;6;4;4;3;2;4;4;3;4;4;1;6;6;1;6;1;6;1;5;5;5;6;2;1;6;3;6;6;6;6;1;4;6;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
291;81;Homme;Sans emploi;;;2;3;4;4;3;3;2;3;3;3;4;3;3;3;6;4;3;5;2;5;2;4;2;4;4;4;3;4;4;5;4;4;3;1;4;4;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
292;84;Homme;Sans emploi;;;4;3;3;5;2;3;2;3;2;2;3;4;2;1;4;3;1;3;4;4;4;3;3;5;5;2;2;5;2;6;4;2;4;1;5;5;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
293;28;Femme;Sans emploi;;;4;4;3;4;4;2;3;1;4;3;3;4;4;3;6;6;1;6;3;6;1;4;3;6;4;4;2;4;2;4;4;4;4;2;6;3;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
294;66;Femme;Travailleur;;;5;2;4;4;3;2;1;2;4;3;2;4;3;3;3;4;4;5;4;5;2;3;3;4;6;4;2;6;2;4;3;5;3;1;4;4;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
295;71;Femme;Sans emploi;;;5;1;5;5;4;3;4;2;4;1;4;4;2;2;6;6;1;6;1;5;1;5;4;5;4;1;1;4;2;5;5;6;4;2;5;5;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
296;31;Femme;Travailleur;;;5;2;5;5;3;2;3;3;4;3;3;4;2;2;6;5;3;5;3;4;4;3;6;4;4;4;1;5;2;6;5;6;4;2;5;5;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
297;22;Homme;Etudiant;;;6;4;3;3;3;3;2;3;4;3;3;4;3;3;5;4;4;6;3;6;4;6;2;5;6;5;4;3;4;6;4;4;4;5;6;5;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
298;51;Femme;Sans emploi;;;5;3;5;4;3;3;2;4;2;4;3;3;4;3;6;5;5;4;4;3;4;5;5;5;3;3;4;4;1;6;5;4;4;2;5;1;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
299;56;Femme;Travailleur;;;3;2;4;4;4;3;4;2;4;2;4;3;3;2;6;5;4;6;4;6;4;3;2;6;6;2;1;4;2;6;4;4;4;3;4;4;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
300;32;Homme;Travailleur;;;5;1;4;6;2;3;3;2;3;2;2;2;3;1;4;4;5;3;3;5;4;1;6;5;5;1;1;5;4;6;6;6;1;1;6;1;5;8;8;8;8;8
301;46;Homme;Travailleur;;;4;3;4;4;3;3;2;3;2;3;4;3;3;3;5;5;4;5;4;4;4;4;5;5;5;3;4;5;3;5;5;5;4;2;5;5;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
302;25;Femme;Travailleur;;;3;2;2;4;3;2;2;2;4;3;4;4;4;2;5;5;3;6;4;6;2;6;5;6;6;2;3;4;2;6;6;6;6;1;6;4;9;15;5;8;4;7
303;32;Femme;Sans emploi;;;4;3;4;4;3;2;4;3;3;3;3;3;4;3;5;5;3;4;4;5;4;4;6;5;6;2;2;5;2;5;5;6;5;2;5;5;17;15;22;12;18;12
304;28;Femme;Travailleur;;;5;6;2;3;3;3;3;3;3;2;4;3;2;2;4;5;2;5;5;6;2;5;2;6;5;2;4;4;2;5;4;4;4;2;5;4;7;11;6;10;1;2
306;40;Homme;Travailleur;;;4;3;3;4;3;3;3;2;4;3;3;3;2;3;4;5;4;5;4;3;4;3;3;5;3;4;5;4;4;4;3;4;3;3;6;3;7;12;5;8;2;3
307;38;Homme;Travailleur;;;3;6;2;5;2;4;1;2;1;3;4;3;2;4;3;4;5;6;5;3;2;6;2;6;4;4;3;2;2;5;3;1;6;3;6;1;16;27;11;18;5;8
308;26;Femme;Etudiant;;;5;2;6;6;2;3;3;3;4;1;4;4;2;1;2;5;2;6;6;6;1;6;1;6;6;1;2;4;4;6;5;6;6;1;6;6;13;22;8;13;5;8
309;25;Femme;Etudiant;;;2;4;2;1;3;4;2;1;3;2;2;1;4;3;3;4;6;2;5;3;4;3;3;5;5;3;6;2;4;5;3;5;5;3;5;3;6;10;5;8;1;2
310;73;Homme;Sans emploi;;;3;4;3;4;3;2;3;3;2;3;3;3;1;1;4;5;2;5;5;5;3;6;3;5;5;2;2;4;3;4;4;3;3;2;6;4;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
311;40;Femme;Travailleur;;;6;2;6;6;4;2;3;1;3;3;3;4;3;2;6;6;2;6;1;5;1;5;2;4;6;4;1;5;1;6;4;6;4;1;6;6;7;12;5;8;2;3
312;75;Femme;Sans emploi;;;3;3;3;4;3;2;3;3;2;2;4;2;4;3;4;4;3;4;4;4;5;5;4;4;4;3;4;4;3;4;4;4;3;3;4;4;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
313;50;Femme;Travailleur;;;3;3;3;3;2;3;3;3;2;4;3;2;4;4;4;4;6;3;4;3;4;4;4;3;4;4;4;3;4;3;4;4;3;4;4;3;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
314;28;Femme;Travailleur;;;3;3;4;4;3;3;3;4;3;2;3;4;1;3;5;5;1;5;4;6;1;6;2;6;5;4;4;5;2;6;5;6;5;2;6;4;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
315;60;Femme;Travailleur;;;4;3;4;4;3;3;2;2;3;3;3;3;3;3;4;4;3;4;4;4;4;3;4;4;3;4;3;3;4;3;4;4;3;3;3;3;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
316;28;Femme;Sans emploi;;;2;4;4;3;3;2;3;1;4;1;4;3;1;1;4;3;4;5;4;5;3;5;2;6;6;1;3;4;2;4;4;5;5;4;6;5;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
317;50;Femme;Travailleur;;;2;2;2;5;3;2;2;2;3;3;4;4;3;1;5;5;2;5;2;6;3;5;6;5;5;2;2;4;2;5;5;5;4;2;6;6;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
318;23;Femme;Etudiant;;;4;2;5;5;4;2;3;2;3;3;3;3;3;4;5;6;4;6;2;5;3;5;2;6;3;4;1;6;2;5;3;2;5;1;4;5;7;12;6;10;1;2
319;46;Femme;Travailleur;;;4;3;4;5;4;3;4;2;3;3;3;3;4;4;6;4;4;6;2;5;2;6;3;3;2;5;2;4;1;4;4;6;3;1;6;3;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
320;26;Femme;Travailleur;;;4;3;4;4;3;2;3;2;3;3;3;2;3;3;5;4;4;5;4;6;2;4;3;2;3;4;4;2;3;4;4;3;3;4;4;4;6;10;5;8;1;2
321;26;Femme;Travailleur;;;4;4;3;5;3;2;3;4;3;2;4;3;1;1;5;5;4;6;4;6;3;6;2;6;5;2;4;4;2;6;5;4;4;3;5;4;5;5;0;0;8;8
322;28;Femme;Travailleur;;;3;4;3;4;3;3;2;3;3;2;3;3;3;2;5;5;2;5;3;5;3;4;4;4;5;2;3;4;3;5;4;4;4;3;6;5;8;13;8;13;0;0
323;43;Femme;Travailleur;;;4;4;2;2;3;3;3;2;4;3;4;4;3;1;4;4;2;6;2;6;2;4;2;6;6;2;4;6;1;6;6;6;6;1;6;2;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
324;30;Femme;Travailleur;;;2;5;1;3;4;3;3;3;2;2;3;3;3;4;5;5;5;6;6;4;3;4;1;3;3;5;4;5;2;4;4;4;4;5;5;4;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
325;23;Homme;Etudiant;;;4;5;3;4;3;1;3;2;3;2;4;3;3;4;5;5;4;4;4;5;3;6;2;5;4;5;6;3;5;5;3;3;4;3;5;2;12;20;9;15;3;5
326;53;Homme;Travailleur;;;4;3;4;4;2;2;2;4;3;3;3;3;3;3;4;4;3;4;4;4;4;4;4;4;4;2;2;5;1;6;5;5;4;3;4;4;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
327;60;Homme;Travailleur;;;3;3;3;4;3;2;2;3;3;3;3;4;4;2;6;6;2;5;3;4;3;4;4;5;5;3;2;4;3;5;4;5;4;2;5;4;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
328;31;Femme;Travailleur;;;3;2;3;4;1;2;3;3;2;3;2;3;3;2;4;5;4;3;5;4;4;5;5;5;5;4;3;4;3;4;4;5;4;3;4;3;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
329;29;Femme;Travailleur;;;3;2;4;4;4;2;4;2;3;3;3;4;3;1;6;6;2;5;2;6;1;5;4;5;5;2;1;5;1;5;5;4;5;2;6;6;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
330;28;Femme;Travailleur;;;1;6;1;3;4;2;3;1;2;3;4;4;4;2;5;5;4;5;3;4;3;4;5;6;5;2;3;3;1;6;6;5;5;2;6;5;8;13;6;10;2;3
331;22;Femme;Etudiant;;;3;4;3;4;2;4;3;4;2;2;4;2;2;3;2;4;6;4;6;4;3;5;3;5;6;1;2;4;3;6;4;4;5;3;4;5;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
332;74;Femme;Sans emploi;;;4;3;4;4;3;3;3;1;4;3;3;3;1;3;4;4;3;4;4;5;4;4;1;4;5;3;6;3;4;2;3;4;4;3;4;2;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
333;24;Homme;Etudiant;;;5;3;4;5;4;4;4;4;4;3;3;3;3;3;3;4;6;5;5;6;3;4;5;5;4;2;4;5;4;4;6;5;4;5;6;4;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
334;33;Femme;Travailleur;;;4;3;4;4;2;3;1;4;4;2;2;2;4;4;4;3;4;3;5;3;6;3;4;5;3;4;3;4;4;5;2;2;1;3;4;2;15;25;11;18;4;7
336;48;Femme;Travailleur;;;3;4;1;4;1;1;4;1;3;3;2;4;3;3;6;6;1;6;1;6;2;5;4;6;6;3;1;4;1;4;4;5;6;1;4;4;15;25;7;12;8;13
337;25;Femme;Etudiant;;;3;4;3;4;2;3;1;3;3;1;3;2;3;3;2;4;5;4;6;3;5;6;2;4;5;3;3;3;2;5;3;2;4;3;5;3;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
338;25;Femme;Travailleur;;;4;3;4;4;3;3;3;4;3;3;3;3;3;2;5;5;3;4;3;5;3;3;3;4;4;3;2;4;3;4;5;5;4;4;2;3;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
339;28;Femme;Sans emploi;;;4;3;4;4;3;2;3;4;1;3;2;3;4;4;4;4;3;4;3;3;3;4;4;4;4;4;4;3;4;2;3;4;3;3;4;3;6;10;4;7;2;3
340;23;Femme;Etudiant;;;6;2;6;5;4;3;3;4;1;3;3;3;2;3;5;4;3;5;3;6;3;5;1;5;6;3;3;4;2;6;3;3;4;2;4;5;5;8;5;8;0;0
341;50;Femme;Travailleur;;;3;2;3;4;3;3;3;3;4;3;3;4;3;2;6;6;6;6;2;5;5;5;5;4;6;1;1;5;3;6;5;6;6;2;6;5;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
342;23;Femme;Etudiant;;;5;3;4;5;2;3;4;1;4;4;2;3;4;4;4;4;4;5;5;5;2;5;3;5;4;3;3;3;1;6;4;2;5;3;6;2;8;13;4;7;4;7
343;31;Homme;Travailleur;;;6;4;4;2;4;3;2;3;4;1;4;2;3;1;3;4;3;4;6;5;2;6;4;2;6;1;5;6;3;6;4;4;4;2;5;4;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
344;23;Femme;Etudiant;;;4;3;4;3;3;3;1;3;3;3;2;2;4;3;5;4;4;4;4;4;3;4;3;5;4;4;4;3;2;5;4;4;5;4;4;3;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
345;30;Femme;Travailleur;;;2;3;3;4;3;2;3;2;3;2;4;3;3;2;5;4;4;4;2;5;3;5;2;4;3;2;3;4;2;5;4;3;4;3;4;4;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
346;36;Femme;Travailleur;;;5;2;5;5;3;4;4;4;3;3;2;3;3;3;6;6;3;5;5;6;4;4;6;6;6;3;1;6;3;6;5;6;4;1;6;5;8;13;6;10;2;3
347;26;Femme;Etudiant;;;5;3;4;5;3;3;2;2;3;3;4;3;2;3;3;4;4;6;6;4;5;3;1;4;4;4;3;2;1;4;4;4;3;4;5;3;12;20;9;15;3;5
348;28;Femme;Travailleur;;;4;3;4;4;3;2;2;2;3;3;3;3;3;2;5;6;4;6;4;4;2;4;3;6;6;3;2;5;2;5;5;5;4;2;6;4;6;10;6;10;0;0
349;27;Femme;Travailleur;;;3;4;3;3;2;3;3;2;2;2;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;3;4;2;3;4;4;3;4;3;5;4;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
350;32;Homme;Travailleur;;;5;2;2;3;1;3;2;4;3;2;3;2;3;2;3;4;4;3;5;5;4;5;1;5;5;2;2;4;2;5;4;4;4;2;5;4;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
351;22;Femme;Etudiant;;;4;3;3;4;3;3;3;3;2;3;2;3;3;3;4;4;3;4;4;5;4;5;1;3;4;3;3;4;2;4;4;4;2;2;4;3;9;15;6;10;3;5
352;39;Femme;Travailleur;;;2;4;2;2;3;2;3;2;2;3;3;2;3;3;5;4;4;4;4;4;4;4;3;4;3;2;4;2;2;3;2;4;2;2;3;2;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
353;56;Femme;Travailleur;;;4;2;4;4;3;3;3;3;3;3;3;3;4;3;5;5;3;4;5;4;3;2;3;4;5;1;2;4;2;6;4;3;3;2;5;4;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
354;49;Femme;Travailleur;;;4;3;4;4;1;2;3;1;3;2;2;4;3;3;6;6;3;3;3;3;3;4;3;3;4;3;3;4;3;4;4;4;3;1;4;3;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
355;21;Autre;Etudiant;;;4;3;3;4;4;2;3;4;3;3;4;2;3;3;4;3;4;4;3;3;3;5;3;6;5;2;2;5;5;4;4;5;6;3;6;5;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
356;25;Femme;Travailleur;;;6;6;2;1;3;4;4;2;3;2;4;4;2;4;6;6;3;6;4;6;1;6;1;6;4;1;6;6;3;6;5;2;6;4;6;3;11;18;7;12;4;7
357;71;Femme;Travailleur;;;3;2;3;4;3;4;3;3;2;3;3;3;4;3;6;6;5;5;2;2;2;3;5;4;4;3;4;5;3;5;4;5;4;1;4;4;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
358;24;Femme;Travailleur;;;4;3;3;5;3;3;3;4;3;2;3;4;4;3;4;5;3;5;4;5;2;6;5;6;6;2;3;4;2;6;5;5;6;2;5;5;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
359;65;Homme;Sans emploi;;;3;3;3;4;3;2;3;3;3;3;3;4;3;1;4;4;1;4;3;4;4;2;4;2;4;1;1;5;2;5;5;5;3;1;6;5;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
361;69;Femme;Sans emploi;;;4;4;3;3;3;2;3;3;2;3;2;3;4;4;5;5;3;5;5;5;5;4;2;5;4;3;5;4;3;3;3;3;3;3;4;2;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
362;35;Femme;Travailleur;;;1;3;2;4;1;2;3;2;3;3;3;3;4;2;6;5;4;6;4;3;4;5;6;5;4;1;1;4;2;4;6;6;5;1;5;5;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
363;21;Femme;Etudiant;;;5;2;4;3;4;3;3;4;2;3;2;4;4;4;6;6;4;5;5;4;4;5;4;5;5;6;4;6;3;5;4;4;3;1;5;4;8;13;6;10;2;3
